T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
533,Aruba,2023,Major trading partner 1 (% of exports),Colombia,,46.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2015,Major trading partner 1 (% of imports),United States,,54.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2020,Major trading partner 1 (% of imports),United States,,52.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2023,Major trading partner 1 (% of imports),United States,,50.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2020,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,4.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2023,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,30.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2015,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2020,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2023,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,22.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2015,Major trading partner 3 (% of exports),United States,,6.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2020,Major trading partner 3 (% of exports),United States,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2023,Major trading partner 3 (% of exports),United States,,15.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2015,Major trading partner 3 (% of imports),Netherlands,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2020,Major trading partner 3 (% of imports),Netherlands,,16.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
533,Aruba,2023,Major trading partner 3 (% of imports),Netherlands,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2015,Major trading partner 1 (% of exports),China,,31.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2020,Major trading partner 1 (% of exports),China,,40.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2023,Major trading partner 1 (% of exports),China,,32.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2015,Major trading partner 1 (% of imports),China,,23.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2020,Major trading partner 1 (% of imports),China,,28.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2023,Major trading partner 1 (% of imports),China,,24.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2020,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2023,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,17.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2015,Major trading partner 2 (% of imports),United States,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2020,Major trading partner 2 (% of imports),United States,,12.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2023,Major trading partner 2 (% of imports),United States,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2015,Major trading partner 3 (% of exports),Japan,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2020,Major trading partner 3 (% of exports),Japan,,12.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2023,Major trading partner 3 (% of exports),Japan,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2015,Major trading partner 3 (% of imports),Japan,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2020,Major trading partner 3 (% of imports),Japan,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
36,Australia,2023,Major trading partner 3 (% of imports),Japan,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2015,Major trading partner 1 (% of exports),Germany,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2020,Major trading partner 1 (% of exports),Germany,,30.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2023,Major trading partner 1 (% of exports),Germany,,29.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2015,Major trading partner 1 (% of imports),Germany,,36.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2020,Major trading partner 1 (% of imports),Germany,,34.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2023,Major trading partner 1 (% of imports),Germany,,31.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2015,Major trading partner 2 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2020,Major trading partner 2 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2023,Major trading partner 2 (% of exports),Italy,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2015,Major trading partner 2 (% of imports),China,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2020,Major trading partner 2 (% of imports),China,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2023,Major trading partner 2 (% of imports),China,,8.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2015,Major trading partner 3 (% of exports),United States,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2020,Major trading partner 3 (% of exports),United States,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2023,Major trading partner 3 (% of exports),United States,,6.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2015,Major trading partner 3 (% of imports),Italy,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2020,Major trading partner 3 (% of imports),Italy,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
40,Austria,2023,Major trading partner 3 (% of imports),Italy,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2015,Major trading partner 1 (% of exports),Italy,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2020,Major trading partner 1 (% of exports),Italy,,30.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2023,Major trading partner 1 (% of exports),Italy,,44.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2015,Major trading partner 1 (% of imports),Russian Federation,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2020,Major trading partner 1 (% of imports),Russian Federation,,18.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2023,Major trading partner 1 (% of imports),Russian Federation,,18.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2015,Major trading partner 2 (% of exports),Türkiye,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2020,Major trading partner 2 (% of exports),Türkiye,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2023,Major trading partner 2 (% of exports),Türkiye,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2015,Major trading partner 2 (% of imports),China,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
31,Azerbaijan,2020,Major trading partner 2 (% of imports),China,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
